geneid	genesymbol	genename	imageseriesid	plane	entrezgeneid	ncbiaccessionnumber
46867	Speer3	spermatogenesis associated glutamate (E)-rich protein 3	71892119	sagittal	71026	NM_027650
46868	4933401B01Rik	RIKEN cDNA 4933401B01 gene	72076677	sagittal	71027	XM_358855
46871	4933403O08Rik	RIKEN cDNA 4933403O08 gene	70717364	sagittal	71030	XM_136029
46881	4933406B17Rik	RIKEN cDNA 4933406B17 gene	71892101	sagittal	71040	XM_489243
46882	Pcgf6	polycomb group ring finger 6	638729	sagittal	71041	NM_027654
46882	Pcgf6	polycomb group ring finger 6	70634297	coronal	71041	NM_027654
46887	4933405L10Rik	RIKEN cDNA 4933405L10 gene	70218649	sagittal	71046	XM_134328
46892	4933401L05Rik	RIKEN cDNA 4933401L05 gene	71493693	sagittal	71051	XM_484753
46898	4933402J10Rik	RIKEN cDNA 4933402J10 gene	74580733	sagittal	71057	XM_149613
46900	Hexim2	hexamthylene bis-acetamide inducible 2	69443112	sagittal	71059	XM_203501
46901	4933403G17Rik	RIKEN cDNA 4933403G17 gene	73617582	sagittal	71060	XM_485891
46903	Tekt3	tektin 3	75990419	sagittal	71062	XM_111038
46904	Zfp597	zinc finger protein 597	70303672	sagittal	71063	XM_358748
46907	Hsfy2	heat shock transcription factor, Y linked 2	76081891	sagittal	71066	XM_129825
46910	Stox2	storkhead box 2	70717366	sagittal	71069	NM_175162
46915	4933421B21Rik	RIKEN cDNA 4933421B21 gene	69443196	sagittal	71074	XM_130851
46919	Adam30	a disintegrin and metallopeptidase domain 30	76080968	sagittal	71078	NM_027665
46926	Arhgap19	Rho GTPase activating protein 19	75988276	sagittal	71085	XM_129333
46929	4933412E24Rik	RIKEN cDNA 4933412E24 gene	69443166	sagittal	71088	XM_484472
46930	4933413B09Rik	RIKEN cDNA 4933413B09 gene	71892113	sagittal	71089	NM_027669
46932	Cdkl1	cyclin-dependent kinase-like 1 (CDC2-related kinase)	69540701	sagittal	71091	NM_183294
46937	Sntg1	syntrophin, gamma 1	72002025	sagittal	71096	NM_027671
46940	Tssk4	testis-specific serine kinase 4	71892185	sagittal	71099	NM_027673
46942	4933407H18Rik	RIKEN cDNA 4933407H18 gene	73606615	sagittal	71101	XM_132005
46944	Glt6d1	glycosyltransferase 6 domain containing 1	71892065	sagittal	71103	XM_130140
46947	4933413J09Rik	RIKEN cDNA 4933413J09 gene	70218751	sagittal	71106	XM_354798
46952	Gpr39	G protein-coupled receptor 39	69859296	sagittal	71111	XM_136205
46957	Stx18	syntaxin 18	70474029	sagittal	71116	NM_026959
46971	4933424C13Rik	RIKEN cDNA 4933424C13 gene	74580763	sagittal	71130	XM_355785
46972	Zfp689	zinc finger protein 689	77932789	sagittal	71131	NM_175163
46973	Cabyr	calcium-binding tyrosine-(Y)-phosphorylation regulated (fibrousheathin 2)	69540260	sagittal	71132	NM_027687
46978	Rfx4	regulatory factor X, 4 (influences HLA class II expression)	69290417	sagittal	71137	NM_027689
46978	Rfx4	regulatory factor X, 4 (influences HLA class II expression)	71249068	coronal	71137	NM_027689
46979	4933413N12Rik	RIKEN cDNA 4933413N12 gene	70218762	sagittal	71138	XM_128561
46982	4933407L21Rik	RIKEN cDNA 4933407L21 gene	69443142	sagittal	71141	XM_129929
46986	Scara5	scavenger receptor class A, member 5 (putative)	68342342	sagittal	71145	NM_028903
46987	4933417O08Rik	RIKEN cDNA 4933417O08 gene	69443190	sagittal	71146	XM_203553
46987	4933417O08Rik	RIKEN cDNA 4933417O08 gene	76097699	coronal	71146	XM_203553
46988	Oxsm	3-oxoacyl-ACP synthase, mitochondrial	69443220	sagittal	71147	XM_127578
46989	Mier1	mesoderm induction early response 1 homolog (Xenopus laevis	74580769	sagittal	71148	XM_485421
46990	4933413G19Rik	RIKEN cDNA 4933413G19 gene	72472483	sagittal	71149	XM_132869
46992	Exod1	exonuclease domain containing 1	69443214	sagittal	71151	NM_027698
46997	1700108M19Rik	RIKEN cDNA 1700108M19 gene	71920225	sagittal	71156	NM_027699
47000	4933416I08Rik	RIKEN cDNA 4933416I08 gene	70595817	sagittal	71159	XM_204338
47004	4933426I21Rik	RIKEN cDNA 4933426I21 gene	69261406	sagittal	71163	XM_359328
47005	Zdhhc11	zinc finger, DHHC domain containing 11	71892155	sagittal	71164	XM_127421
47007	4933424G06Rik	RIKEN cDNA 4933424G06 gene	69443208	sagittal	71166	XM_129743
47010	4933425L03Rik	RIKEN cDNA 4933425L03 gene	68862114	sagittal	71169	XM_484121
47016	Nipbl	Nipped-B homolog (Drosophila)	69133773	sagittal	71175	NM_027707
47017	Fbxo24	F-box only protein 24	71307304	sagittal	71176	XM_132440
47018	4933424B01Rik	RIKEN cDNA 4933424B01 gene	68193034	sagittal	71177	NM_138757
47021	4933416E14Rik	RIKEN cDNA 4933416E14 gene	71022906	sagittal	71180	mCT155562.2
47024	4933425B16Rik	RIKEN cDNA 4933425B16 gene	70218792	sagittal	71183	XM_132881
47039	Otud1	OTU domain containing 1	74822944	sagittal	71198	XM_130015
47041	4933428D01Rik	RIKEN cDNA 4933428D01 gene	69443238	sagittal	71200	XM_127662
47044	4933434M16Rik	RIKEN cDNA 4933434M16 gene	71892179	sagittal	71203	NM_027720
47047	Katnal2	katanin p60 subunit A-like 2	69407457	sagittal	71206	NM_027721
47048	Nudt4	nudix (nucleoside diphosphate linked moiety X)-type motif 4	68637449	sagittal	71207	NM_027722
47048	Nudt4	nudix (nucleoside diphosphate linked moiety X)-type motif 4	71836882	coronal	71207	NM_027722
47049	4933440M02Rik	RIKEN cDNA 4933440M02 gene	74821798	sagittal	71208	NM_172408
47051	4933434C23Rik	RIKEN cDNA 4933434C23 gene	71892191	sagittal	71210	XM_489362
47054	Cage1	cancer antigen 1	69608187	sagittal	71213	XM_356655
47054	Cage1	cancer antigen 1	72472771	coronal	71213	XM_356655
47064	Gpr15	G protein-coupled receptor 15	71378727	sagittal	71223	XM_156321
47068	4930563E19Rik	RIKEN cDNA 4930563E19 gene	71493663	sagittal	71227	NM_027725
47069	Dlg5	discs, large homolog 5 (Drosophila)	545115	sagittal	71228	XM_127605
47074	4933434I06Rik	RIKEN cDNA 4933434I06 gene	71892173	sagittal	71233	XM_283704
47075	4933427E13Rik	RIKEN cDNA 4933427E13 gene	71892161	sagittal	71234	XM_483997
47076	4933427I22Rik	RIKEN cDNA 4933427I22 gene	69443232	sagittal	71235	XM_489062
47077	Rtdr1	rhabdoid tumor deletion region gene 1	70301937	sagittal	71236	XM_354544
47079	Acn9	ACN9 homolog (S. cerevisiae)	69514666	sagittal	71238	XM_355744
47081	Osbpl7	oxysterol binding protein-like 7	74580775	sagittal	71240	XM_193637
47082	Dmrtc2	doublesex and mab-3 related transcription factor like family C2	69816547	sagittal	71241	NM_027732
47083	5133400G04Rik	RIKEN cDNA 5133400G04 gene	75931478	sagittal	71242	NM_027733
47089	4933428M09Rik	RIKEN cDNA 4933428M09 gene	75990429	sagittal	71248	XM_486776
47090	4933430N04Rik	RIKEN cDNA 4933430N04 gene	71892209	sagittal	71249	XM_489220
47095	4933440H19Rik	RIKEN cDNA 4933440H19 gene	68844797	sagittal	71254	NM_194335
47104	Mro	Maestro	71789849	sagittal	71263	NM_027741
47109	Lrrfip2	leucine rich repeat (in FLII) interacting protein 2	68666732	sagittal	71268	XM_284541
47116	4933437F05Rik	RIKEN cDNA 4933437F05 gene	69443256	sagittal	71275	XM_127023
47117	Ccdc57	coiled-coil domain containing 57	68843949	sagittal	71276	XM_126681
47120	Slc29a3	solute carrier family 29 (nucleoside transporters), member 3	76081033	sagittal	71279	NM_023596
47122	Apobec4	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 4 (putative)	70218822	sagittal	71281	XM_355245
47128	Cpvl	carboxypeptidase, vitellogenic-like	75931614	sagittal	71287	XM_132566
47130	4933436N17Rik	RIKEN cDNA 4933436N17 gene	71378688	sagittal	71289	XM_488671
47132	4933435E02Rik	RIKEN cDNA 4933435E02 gene	71892197	sagittal	71291	XM_488844
47137	4933436C20Rik	RIKEN cDNA 4933436C20 gene	71892221	sagittal	71296	XM_486143
47143	Arhgap26	Rho GTPase activating protein 26	71281301	sagittal	71302	NM_175164
47143	Arhgap26	Rho GTPase activating protein 26	75080997	coronal	71302	NM_175164
47147	Mfap3l	microfibrillar-associated protein 3-like	69752406	sagittal	71306	NM_027756
47151	Tbc1d9	TBC1 domain family, member 9	68919024	sagittal	71310	NM_027758
47151	Tbc1d9	TBC1 domain family, member 9	72079987	coronal	71310	NM_027758
47154	Fsip1	fibrous sheath-interacting protein 1	71892143	sagittal	71313	NM_027759
47164	Rassf8	Ras association (RalGDS/AF-6) domain family 8	69443280	sagittal	71323	NM_027760
47164	Rassf8	Ras association (RalGDS/AF-6) domain family 8	71249739	coronal	71323	NM_027760
47166	Tchhl1	trichohyalin-like 1	71489787	sagittal	71325	NM_027762
47167	Treml1	triggering receptor expressed on myeloid cells-like 1	71489792	sagittal	71326	XM_128641
47171	Rcbtb1	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1	69289787	sagittal	71330	XM_127781
47177	Rbks	ribokinase	68441484	sagittal	71336	NM_153196
47179	5430420C16Rik	RIKEN cDNA 5430420C16 gene	71808415	sagittal	71338	NM_175165
47181	Riok1	RIO kinase 1 (yeast)	68076544	sagittal	71340	NM_024242
47186	Trp53i5	Trp53 inducible protein 5	68666828	sagittal	71345	NM_178381
47192	5430402E10Rik	RIKEN cDNA 5430402E10 gene	70218908	sagittal	71351	XM_135943
47195	Wdr31	WD repeat domain 31	2719	coronal	71354	NM_023597
47195	Wdr31	WD repeat domain 31	2720	sagittal	71354	NM_023597
47196	Col24a1	procollagen, type XXIV, alpha 1	73636093	coronal	71355	XM_355436
47196	Col24a1	procollagen, type XXIV, alpha 1	76081093	sagittal	71355	XM_355436
47202	Amid	apoptosis-inducing factor (AIF)-like mitochondrion-associated inducer of death	71656094	sagittal	71361	NM_153779
47208	Chst9	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 9	69548933	sagittal	71367	NM_199055
47212	Arid5b	AT rich interactive domain 5B (Mrf1 like)	71283598	sagittal	71371	NM_023598
47214	Prr16	proline rich 16	69443415	sagittal	71373	XM_484730
47216	Ches1	checkpoint suppressor 1	68522362	sagittal	71375	NM_183186
47229	5530401A14Rik	RIKEN cDNA 5530401A14 gene	71892286	sagittal	71388	XM_484055
47230	Chd6	chromodomain helicase DNA binding protein 6	69443451	sagittal	71389	XM_485094
47230	Chd6	chromodomain helicase DNA binding protein 6	70812978	sagittal	71389	TC1498207
47230	Chd6	chromodomain helicase DNA binding protein 6	77340492	coronal	71389	TC1498207
47231	5430425J12Rik	RIKEN cDNA 5430425J12 gene	74580781	sagittal	71390	XM_484284
47233	5430401F13Rik	RIKEN cDNA 5430401F13 gene	70218902	sagittal	71392	XM_355820
47234	Kctd6	potassium channel tetramerisation domain containing 6	73584801	sagittal	71393	NM_027782
47234	Kctd6	potassium channel tetramerisation domain containing 6	74357550	coronal	71393	NM_027782
47236	5430419D17Rik	RIKEN cDNA 5430419D17 gene	71809151	sagittal	71395	NM_175166
47239	5430427O19Rik	RIKEN cDNA 5430427O19 gene	70218920	sagittal	71398	XM_135944
47246	5530400B04Rik	RIKEN cDNA 5530400B04 gene	74638863	sagittal	71405	XM_141565
47247	5430416O09Rik	RIKEN cDNA 5430416O09 gene	70218914	sagittal	71406	NM_027789
47253	Dhrs2	dehydrogenase/reductase member 2	70238848	sagittal	71412	NM_027790
47262	5430427O21Rik	RIKEN cDNA 5430427O21 gene	71892256	sagittal	71421	XM_284166
47264	5430411K18Rik	RIKEN cDNA 5430411K18 gene	69443421	sagittal	71423	XM_140491
47266	5430413K10Rik	RIKEN cDNA 5430413K10 gene	70528091	sagittal	71425	NM_175167
47276	Arhgap21	Rho GTPase activating protein 21	69526809	sagittal	71435	XM_130033
47277	Flrt3	fibronectin leucine rich transmembrane protein 3	71656690	sagittal	71436	NM_178382
47277	Flrt3	fibronectin leucine rich transmembrane protein 3	73931404	coronal	71436	NM_178382
47286	5530601H04Rik	RIKEN cDNA 5530601H04 gene	70717368	sagittal	71445	XM_489360
47287	Wrb	tryptophan rich basic protein	1117	coronal	71446	NM_207301
47287	Wrb	tryptophan rich basic protein	1118	sagittal	71446	NM_207301
47289	Tmem80	transmembrane protein 80	71493753	sagittal	71448	NM_027797
47290	5630401D24Rik	RIKEN cDNA 5630401D24 gene	70445496	sagittal	71449	NM_144877
47293	Ankrd40	ankyrin repeat domain 40	67764916	sagittal	71452	NM_027799
47293	Ankrd40	ankyrin repeat domain 40	70793941	sagittal	71452	TC1412375
47294	Krtap2-4	keratin associated protein 2-4	74580817	sagittal	71453	XM_484077
47299	Bcor	Bcl6 interacting corepressor	70303540	sagittal	71458	NM_029510
47302	Ptk7	PTK7 protein tyrosine kinase 7	69817661	sagittal	71461	NM_175168
47302	Ptk7	PTK7 protein tyrosine kinase 7	74882765	coronal	71461	NM_175168
47313	Usp19	ubiquitin specific peptidase 19	69169331	sagittal	71472	NM_027804
47314	8430423G03Rik	RIKEN cDNA 8430423G03 gene	71892340	sagittal	71473	XM_149714
47315	Saps2	SAPS domain family, member 2	67787331	sagittal	71474	XM_484492
47322	Alpk1	alpha-kinase 1	76080943	sagittal	71481	XM_131194
47333	Bbs7	Bardet-Biedl syndrome 7	67767447	sagittal	71492	NM_027810
47355	Sfpq	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)	69873624	sagittal	71514	NM_023603
47358	9030624J02Rik	RIKEN cDNA 9030624J02 gene	68920755	sagittal	71517	NM_027815
47360	Cyp2u1	cytochrome P450, family 2, subfamily u, polypeptide 1	71496375	sagittal	71519	XM_131188
47361	Grap	GRB2-related adaptor protein	71529875	sagittal	71520	NM_027817
47362	9030416H16Rik	RIKEN cDNA 9030416H16 gene	532739	sagittal	71521	XM_358357
47363	Ggt6	gamma-glutamyltransferase 6	69028665	sagittal	71522	NM_027819
47365	8430432A02Rik	RIKEN cDNA 8430432A02 gene	72081567	sagittal	71524	XM_484854
47369	9030404E10Rik	RIKEN cDNA 9030404E10 gene	70305138	sagittal	71528	XM_148706
47370	9030409G11Rik	RIKEN cDNA 9030409G11 gene	67792208	sagittal	71529	NM_144531
47370	9030409G11Rik	RIKEN cDNA 9030409G11 gene	72007937	coronal	71529	NM_144531
47370	9030409G11Rik	RIKEN cDNA 9030409G11 gene	77800935	sagittal	71529	NM_144531
47379	Fbxo9	f-box only protein 9	68193058	sagittal	71538	NM_023605
47379	Fbxo9	f-box only protein 9	74800954	coronal	71538	NM_023605
47385	9030420J04Rik	RIKEN cDNA 9030420J04 gene	71668369	sagittal	71544	XM_146632
47401	8430436L14Rik	RIKEN cDNA 8430436L14 gene	70227962	sagittal	71560	XM_355454
47401	8430436L14Rik	RIKEN cDNA 8430436L14 gene	73931623	coronal	71560	XM_355454
47405	9030607L17Rik	RIKEN cDNA 9030607L17 gene	69028611	sagittal	71564	NM_027829
47407	9030425E11Rik	RIKEN cDNA 9030425E11 gene	70445538	sagittal	71566	NM_133733
47407	9030425E11Rik	RIKEN cDNA 9030425E11 gene	71924353	coronal	71566	NM_133733
47408	Mcmdc1	minichromosome maintenance deficient domain containing 1	69752131	sagittal	71567	XM_125626
47415	9130019P16Rik	RIKEN cDNA 9130019P16 gene	70228022	sagittal	71574	XM_132567
47417	9130409J20Rik	RIKEN cDNA 9130409J20 gene	71892358	sagittal	71576	XM_488599
47419	Sval1	seminal vesicle antigen-like 1	70785134	sagittal	71578	NM_027832
47422	9130015A21Rik	RIKEN cDNA 9130015A21 gene	70228016	sagittal	71581	XM_488633
47424	9130008F23Rik	RIKEN cDNA 9130008F23 gene	70228004	sagittal	71583	XM_484636
47425	Gdpd2	glycerophosphodiester phosphodiesterase domain containing 2	70525805	sagittal	71584	NM_023608
47425	Gdpd2	glycerophosphodiester phosphodiesterase domain containing 2	74047789	coronal	71584	NM_023608
47432	Zfp251	zinc finger protein 251	74580871	sagittal	71591	NM_001007568
47433	Pogk	pogo transposable element with KRAB domain	68798340	sagittal	71592	NM_175170
47433	Pogk	pogo transposable element with KRAB domain	71064277	coronal	71592	NM_175170
47438	Isx	intestine specific homeobox	71377730	sagittal	71597	XM_134330
47440	Senp8	SUMO/sentrin specific peptidase 8	77620798	sagittal	71599	NM_027838
47442	Ceacam20	CEA-related cell adhesion molecule 20	75990660	sagittal	71601	XM_355868
47443	Myo1e	myosin IE	69013167	sagittal	71602	NM_181072
47448	9130017C17Rik	RIKEN cDNA 9130017C17 gene	68545983	sagittal	71607	NM_027840
47450	Tradd	TNFRSF1A-associated via death domain	69134193	sagittal	71609	XM_134502
47458	9130011E15Rik	RIKEN cDNA 9130011E15 gene	68843967	sagittal	71617	NM_198296
47460	Arl14	ADP-ribosylation factor-like 14	70228010	sagittal	71619	XM_130919
47464	Krtap5-2	keratin associated protein 5-2	71891575	sagittal	71623	NM_027844
47474	4833414E09Rik	RIKEN cDNA 4833414E09 gene	70205578	sagittal	71633	NM_027845
47474	4833414E09Rik	RIKEN cDNA 4833414E09 gene	73521828	coronal	71633	NM_027845
47479	4930431F10Rik	RIKEN cDNA 4930431F10 gene	73513251	sagittal	71638	XM_622116
47481	4930422I07Rik	RIKEN cDNA 4930422I07 gene	69407929	sagittal	71640	XM_150216
47484	4930422G04Rik	RIKEN cDNA 4930422G04 gene	68445967	sagittal	71643	XM_485308
47489	Optn	optineurin	2452	coronal	71648	NM_181848
47489	Optn	optineurin	2453	sagittal	71648	NM_181848
47491	4930456L15Rik	RIKEN cDNA 4930456L15 gene	71891778	sagittal	71650	XM_131534
47494	4930506M07Rik	RIKEN cDNA 4930506M07 gene	275675	sagittal	71653	NM_175172
47494	4930506M07Rik	RIKEN cDNA 4930506M07 gene	322956	coronal	71653	NM_175172
47501	Rarres2	retinoic acid receptor responder (tazarotene induced) 2	68920749	sagittal	71660	NM_027852
47501	Rarres2	retinoic acid receptor responder (tazarotene induced) 2	75077281	coronal	71660	NM_027852
47505	Mettl7b	methyltransferase like 7B	68666756	sagittal	71664	NM_027853
47506	Fuca1	fucosidase, alpha-L- 1, tissue	532572	sagittal	71665	NM_024243
47508	0610007L01Rik	RIKEN cDNA 0610007L01 gene	67787332	sagittal	71667	XM_355643
47511	Acy3	aspartoacylase (aminoacylase) 3	71617959	sagittal	71670	NM_027857
47514	0610009J22Rik	RIKEN cDNA 0610009J22 gene	69352736	sagittal	71673	NM_027859
47516	0610010F05Rik	RIKEN cDNA 0610010F05 gene	70200836	sagittal	71675	NM_027860
47516	0610010F05Rik	RIKEN cDNA 0610010F05 gene	74957923	coronal	71675	NM_027860
47519	0610010K06Rik	RIKEN cDNA 0610010K06 gene	68203496	sagittal	71678	XM_135707
47520	Atp5h	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit d	67765702	sagittal	71679	NM_027862
47520	Atp5h	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit d	77371785	coronal	71679	NM_027862
47523	Wdr27	WD repeat domain 27	72471721	sagittal	71682	NM_175173
47524	Gypc	glycophorin C	68522350	sagittal	71683	NM_027863
47525	0610033I05Rik	RIKEN cDNA 0610033I05 gene	67978672	sagittal	71684	NM_030243
47526	Galnt14	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 14	69672760	sagittal	71685	XM_128787
47526	Galnt14	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 14	72472804	coronal	71685	XM_128787
47528	Tmem25	transmembrane protein 25	69981085	sagittal	71687	NM_027865
47528	Tmem25	transmembrane protein 25	71670700	coronal	71687	NM_027865
47531	Esm1	endothelial cell-specific molecule 1	69080066	sagittal	71690	NM_023612
47534	Colec11	collectin sub-family member 11	74581014	sagittal	71693	XM_283054
47540	Slc41a3	solute carrier family 41, member 3	68301843	sagittal	71699	XM_132686
47540	Slc41a3	solute carrier family 41, member 3	73512484	coronal	71699	XM_132686
47542	Pnpt1	polyribonucleotide nucleotidyltransferase 1	69838568	sagittal	71701	NM_027869
47543	Cdc5l	cell division cycle 5-like (S. pombe)	71724846	sagittal	71702	NM_152810
47543	Cdc5l	cell division cycle 5-like (S. pombe)	77904707	sagittal	71702	NM_152810
47544	Armcx3	armadillo repeat containing, X-linked 3	564641	sagittal	71703	NM_027870
47545	Arhgef3	Rho guanine nucleotide exchange factor (GEF) 3	69080048	sagittal	71704	NM_027871
47547	1200006F02Rik	RIKEN cDNA 1200006F02 gene	386255	sagittal	71706	NM_027872
47548	Ubiad1	UbiA prenyltransferase domain containing 1	68341388	sagittal	71707	NM_027873
47550	Syde1	synapse defective 1, Rho GTPase, homolog 1 (C. elegans)	72081750	sagittal	71709	XM_109598
47551	Lrrcc1	leucine rich repeat and coiled-coil domain containing 1	71764916	sagittal	71710	NM_028915
47552	Mus81	MUS81 endonuclease homolog (yeast)	199202	sagittal	71711	NM_027877
47553	1200002N14Rik	RIKEN cDNA 1200002N14 gene	68445632	sagittal	71712	NM_027878
47554	Cdc40	cell division cycle 40 homolog (yeast)	69174076	sagittal	71713	XM_483893
47556	Dhx35	DEAH (Asp-Glu-Ala-His) box polypeptide 35	68795399	sagittal	71715	NM_145742
47559	1200003M09Rik	RIKEN cDNA 1200003M09 gene	564765	sagittal	71718	NM_027880
47561	Osbpl3	oxysterol binding protein-like 3	69262283	sagittal	71720	NM_027881
47561	Osbpl3	oxysterol binding protein-like 3	70231995	coronal	71720	NM_027881
47562	1200015N20Rik	RIKEN cDNA 1200015N20 gene	72081756	sagittal	71721	NM_024244
47563	Cic	capicua homolog (Drosophila)	71307244	sagittal	71722	NM_027882
47564	Dhx34	DEAH (Asp-Glu-Ala-His) box polypeptide 34	71280862	sagittal	71723	NM_027883
47565	Aox3	aldehyde oxidase 3	69526689	sagittal	71724	NM_023617
47567	Smug1	single-strand selective monofunctional uracil DNA glycosylase	69874192	sagittal	71726	NM_027885
47567	Smug1	single-strand selective monofunctional uracil DNA glycosylase	73992919	coronal	71726	NM_027885
47569	Stk11ip	serine/threonine kinase 11 interacting protein	68744952	sagittal	71728	NM_027886
47570	Rgs12	regulator of G-protein signaling 12	532729	sagittal	71729	NM_173402
47570	Rgs12	regulator of G-protein signaling 12	70613990	coronal	71729	NM_173402
47573	Vps11	vacuolar protein sorting 11 (yeast)	68148721	sagittal	71732	XM_134794
47574	Susd2	sushi domain containing 2	532707	sagittal	71733	NM_027890
47574	Susd2	sushi domain containing 2	75146000	coronal	71733	NM_027890
47576	1200011O22Rik	RIKEN cDNA 1200011O22 gene	69838515	sagittal	71735	NM_027891
47579	Mamdc2	MAM domain containing 2	69262286	sagittal	71738	NM_174857
47581	Pvrl4	poliovirus receptor-related 4	2511	coronal	71740	XM_203738
47581	Pvrl4	poliovirus receptor-related 4	2512	sagittal	71740	XM_203738
47583	Ulk3	unc-51-like kinase 3 (C. elegans)	75233603	sagittal	71742	XM_620754
47584	Coasy	Coenzyme A synthase	69169487	sagittal	71743	NM_027896
47586	Cul2	cullin 2	68203492	sagittal	71745	NM_029402
47587	Rgl3	ral guanine nucleotide dissociation stimulator-like 3	74003386	sagittal	71746	NM_023622
47591	R3hdm2	R3H domain containing 2	69353203	sagittal	71750	NM_027900
47592	Map3k13	mitogen-activated protein kinase kinase kinase 13	70200908	sagittal	71751	XM_484537
47593	Gtf3c2	general transcription factor IIIC, polypeptide 2, beta	7	coronal	71752	NM_027901
47593	Gtf3c2	general transcription factor IIIC, polypeptide 2, beta	8	sagittal	71752	NM_027901
47593	Gtf3c2	general transcription factor IIIC, polypeptide 2, beta	9	sagittal	71752	NM_027901
47593	Gtf3c2	general transcription factor IIIC, polypeptide 2, beta	68444732	sagittal	71752	NM_027901
47593	Gtf3c2	general transcription factor IIIC, polypeptide 2, beta	70919669	sagittal	71752	TC1564752
47594	Tmprss6	transmembrane serine protease 6	68638089	sagittal	71753	NM_027902
47596	Dhdh	dihydrodiol dehydrogenase (dimeric)	71580231	sagittal	71755	NM_027903
47597	Cpn2	carboxypeptidase N, polypeptide 2	70303743	sagittal	71756	XM_148373
47601	Agxt2l1	alanine-glyoxylate aminotransferase 2-like 1	75079777	coronal	71760	NM_027907
47601	Agxt2l1	alanine-glyoxylate aminotransferase 2-like 1	75694250	sagittal	71760	NM_027907
47602	Amdhd1	amidohydrolase domain containing 1	70598392	sagittal	71761	XM_125854
47605	Tmem24	transmembrane protein 24	69028497	sagittal	71764	XM_134795
47605	Tmem24	transmembrane protein 24	73592532	coronal	71764	XM_134795
47606	Klhdc3	kelch domain containing 3	68637491	sagittal	71765	NM_027910
47607	Raver1	ribonucleoprotein, PTB-binding 1	72081771	sagittal	71766	NM_027911
47608	Tysnd1	trypsin domain containing 1	74581157	sagittal	71767	XM_125636
47609	Vwce	von Willebrand factor C and EGF domains	68920761	sagittal	71768	XM_129157
47610	Bbs10	Bardet-Biedl syndrome 10 (human)	69353215	sagittal	71769	XM_125817
47611	Ap2b1	adaptor-related protein complex 2, beta 1 subunit	96	coronal	71770	NM_027915
47611	Ap2b1	adaptor-related protein complex 2, beta 1 subunit	97	sagittal	71770	NM_027915
47611	Ap2b1	adaptor-related protein complex 2, beta 1 subunit	99	sagittal	71770	NM_027915
47613	1300012G16Rik	RIKEN cDNA 1300012G16 gene	69262336	sagittal	71772	NM_023625
47614	Ugt2b1	UDP glucuronosyltransferase 2 family, polypeptide B1	68445006	sagittal	71773	NM_152811
47615	Shroom1	shroom family member 1	1315	coronal	71774	NM_027917
47615	Shroom1	shroom family member 1	1316	sagittal	71774	NM_027917
47615	Shroom1	shroom family member 1	633290	sagittal	71774	NM_027917
47615	Shroom1	shroom family member 1	71210478	sagittal	71774	Mm.92891
47616	1300017J02Rik	RIKEN cDNA 1300017J02 gene	75828169	sagittal	71775	NM_027918
47617	Tha1	threonine aldolase 1	70598391	sagittal	71776	NM_027919
47618	Ing3	inhibitor of growth family, member 3	73679026	sagittal	71777	NM_023626
47619	Klhl5	kelch-like 5 (Drosophila)	67815553	sagittal	71778	NM_175174
47619	Klhl5	kelch-like 5 (Drosophila)	77800943	sagittal	71778	NM_175174
47620	March8	membrane-associated ring finger (C3HC4) 8	68798956	sagittal	71779	NM_027920
47621	Isyna1	myo-inositol 1-phosphate synthase A1	69095957	sagittal	71780	NM_023627
47621	Isyna1	myo-inositol 1-phosphate synthase A1	75145997	coronal	71780	NM_023627
47622	Slc16a14	solute carrier family 16 (monocarboxylic acid transporters), member 14	2577	coronal	71781	NM_027921
47622	Slc16a14	solute carrier family 16 (monocarboxylic acid transporters), member 14	2578	sagittal	71781	NM_027921
47623	D5Ertd585e	DNA segment, Chr 5, ERATO Doi 585, expressed	71283412	sagittal	71782	NM_027922
47625	1110007C02Rik	RIKEN cDNA 1110007C02 gene	69352884	sagittal	71784	NM_027923
47625	1110007C02Rik	RIKEN cDNA 1110007C02 gene	71023008	sagittal	71784	mCT115191.1
47626	Pdgfd	platelet-derived growth factor, D polypeptide	1910	coronal	71785	NM_027924
47626	Pdgfd	platelet-derived growth factor, D polypeptide	1911	sagittal	71785	NM_027924
47628	Trspap1	tRNA selenocysteine associated protein 1	69838594	sagittal	71787	XM_284024
47631	Anxa9	annexin A9	69835635	sagittal	71790	NM_023628
47632	Cpa4	carboxypeptidase A4	75861011	sagittal	71791	NM_027926
47634	Ints12	integrator complex subunit 12	68924805	sagittal	71793	NM_027927
47636	Pitpnc1	phosphatidylinositol transfer protein, cytoplasmic 1	77932813	sagittal	71795	NM_145823
47640	Ptcd1	pentatricopeptide repeat domain 1	69817457	sagittal	71799	NM_133735
47640	Ptcd1	pentatricopeptide repeat domain 1	74882764	coronal	71799	NM_133735
